category,corresponding_goal,step,retrieved_goal,retrieved_goal_similarity,answer
Pets and Animals,Convince Your Parents to Get You a Hamster,Save up.,Save Water,0.5908365,0
Pets and Animals,Convince Your Parents to Get You a Hamster,Save up.,Save a File,0.5909052,0
Pets and Animals,Convince Your Parents to Get You a Hamster,Save up.,Save Money,0.5937796999999999,1
Pets and Animals,Convince Your Parents to Get You a Hamster,Save up.,Save Paper,0.5957413,0
Pets and Animals,Convince Your Parents to Get You a Hamster,Save up.,Save Money with SavedPlus,0.5977818,3
Pets and Animals,Convince Your Parents to Get You a Hamster,Save up.,Save Up for a House,0.6136265000000001,3
Pets and Animals,Convince Your Parents to Get You a Hamster,Save up.,Save Time,0.67961884,0
Pets and Animals,Convince Your Parents to Get You a Hamster,Save up.,Save Yourself,0.71110404,0
Pets and Animals,Become a Dog Breeder,Set up a website.,Plan a Website,0.6940479,2
Pets and Animals,Become a Dog Breeder,Set up a website.,Promote a Website,0.7016783000000001,1
Pets and Animals,Become a Dog Breeder,Set up a website.,Design a Website,0.70774317,2
Pets and Animals,Become a Dog Breeder,Set up a website.,Upload a Website,0.71521735,2
Pets and Animals,Become a Dog Breeder,Set up a website.,Create a Splash Page for a Website,0.72388136,4
Pets and Animals,Become a Dog Breeder,Set up a website.,Acquire a Website,0.7296115,3
Pets and Animals,Become a Dog Breeder,Set up a website.,Make a Website on Webs.Com,0.7466136,2
Pets and Animals,Become a Dog Breeder,Set up a website.,Launch a Website,0.75341916,3
Pets and Animals,Become a Dog Breeder,Set up a website.,Manage a Website,0.7753349,2
Pets and Animals,Become a Dog Breeder,Set up a website.,Make a Website,0.8034904,3
Philosophy and Religion,Be a Happy Person Without Religion,Be generous.,Be Considerate,0.36803326,1
Philosophy and Religion,Be a Happy Person Without Religion,Be generous.,Show Generosity During Hanukkah,0.37055916,3
Philosophy and Religion,Be a Happy Person Without Religion,Be generous.,Be an Abundant Thinker,0.37177685,4
Philosophy and Religion,Be a Happy Person Without Religion,Be generous.,Be Nice,0.38388416,3
Philosophy and Religion,Be a Happy Person Without Religion,Be generous.,Be Polite,0.3896113,2
Philosophy and Religion,Be a Happy Person Without Religion,Be generous.,Be Great,0.39955485,2
Philosophy and Religion,Be a Happy Person Without Religion,Be generous.,Be Kind,0.42595154,2
Philosophy and Religion,Be a Happy Person Without Religion,Be generous.,Be Generous on a Limited Budget,0.48555267,0
Philosophy and Religion,Be a Happy Person Without Religion,Be generous.,Be Gracious,0.6549438,1
Philosophy and Religion,Be a Happy Person Without Religion,Be generous.,Be Generous,0.92704177,1
Philosophy and Religion,Be a Mystic,Be present.,Have Presence,0.49702929999999995,1
Philosophy and Religion,Be a Mystic,Be present.,Wrap a Present,0.51060414,2
Philosophy and Religion,Be a Mystic,Be present.,Understand the Present,0.515782,1
Philosophy and Religion,Be a Mystic,Be present.,Present an Award,0.52057856,2
Philosophy and Religion,Be a Mystic,Be present.,Live in the Present,0.52833617,2
Philosophy and Religion,Be a Mystic,Be present.,Present a Romantic Gift,0.55180544,4
Philosophy and Religion,Be a Mystic,Be present.,"Choose, Wrap and Present a Gift",0.56496,2
Philosophy and Religion,Be a Mystic,Be present.,Regift a Present,0.63461643,0
Philosophy and Religion,Be a Mystic,Be present.,Present Yourself,0.6439406,3
Philosophy and Religion,Be a Mystic,Be present.,Stay Present,0.6564165,1
Philosophy and Religion,Live,Identify your personal strengths and talents so you can use them.,Showcase Your Skills,0.4395813,4
Philosophy and Religion,Live,Identify your personal strengths and talents so you can use them.,Use You're and Your,0.44038475,0
Philosophy and Religion,Live,Identify your personal strengths and talents so you can use them.,Develop Strengths in Employees,0.47704548,2
Philosophy and Religion,Live,Identify your personal strengths and talents so you can use them.,Use Your Singing Talent,0.48009115,4
Philosophy and Religion,Live,Identify your personal strengths and talents so you can use them.,Use Your Talent for God,0.48297557,3
Philosophy and Religion,Live,Identify your personal strengths and talents so you can use them.,Discover Your Talents,0.5108573000000001,1
Philosophy and Religion,Live,Identify your personal strengths and talents so you can use them.,Lead With Your Strengths,0.5278193,1
Philosophy and Religion,Live,Identify your personal strengths and talents so you can use them.,Use and Improve Your Abilities,0.55713904,1
Philosophy and Religion,Live,Identify your personal strengths and talents so you can use them.,Identify Your Strengths and Weaknesses,0.62357175,1
Philosophy and Religion,Live,Identify your personal strengths and talents so you can use them.,Identify Your Strengths,0.72141296,1
Philosophy and Religion,Discover Your Purpose and Fulfill Your Destiny,Volunteer to help causes you believe in.,Recruit Volunteers,0.45263845,3
Philosophy and Religion,Discover Your Purpose and Fulfill Your Destiny,Volunteer to help causes you believe in.,Believe in Yourself,0.46212232,1
Philosophy and Religion,Discover Your Purpose and Fulfill Your Destiny,Volunteer to help causes you believe in.,Volunteer at a Hospital,0.4773214,2
Philosophy and Religion,Discover Your Purpose and Fulfill Your Destiny,Volunteer to help causes you believe in.,Volunteer Online,0.48300016,1
Philosophy and Religion,Discover Your Purpose and Fulfill Your Destiny,Volunteer to help causes you believe in.,Volunteer at United Way,0.4879045,2
Philosophy and Religion,Discover Your Purpose and Fulfill Your Destiny,Volunteer to help causes you believe in.,Help Yourself,0.49864888,3
Philosophy and Religion,Discover Your Purpose and Fulfill Your Destiny,Volunteer to help causes you believe in.,Benefit from Volunteering,0.5740594,3
Philosophy and Religion,Discover Your Purpose and Fulfill Your Destiny,Volunteer to help causes you believe in.,Volunteer to Help During Thanksgiving,0.5798833000000001,1
Philosophy and Religion,Discover Your Purpose and Fulfill Your Destiny,Volunteer to help causes you believe in.,Volunteer to Help the Elderly,0.62023616,2
Philosophy and Religion,Discover Your Purpose and Fulfill Your Destiny,Volunteer to help causes you believe in.,Volunteer,0.6536982,2
Relationships,Make Your Girlfriend Want to Have Sex With You,Clean your home.,Purify the Air in Your House,0.61547667,3
Relationships,Make Your Girlfriend Want to Have Sex With You,Clean your home.,Clean Your Car With Home Ingredients,0.62209797,2
Relationships,Make Your Girlfriend Want to Have Sex With You,Clean your home.,Clean Your Indoor Houseplants,0.63715667,2
Relationships,Make Your Girlfriend Want to Have Sex With You,Clean your home.,Homestead Your Home,0.6579187,1
Relationships,Make Your Girlfriend Want to Have Sex With You,Clean your home.,Clean Your Back,0.69458795,3
Relationships,Make Your Girlfriend Want to Have Sex With You,Clean your home.,Maintain a Clean Home,0.70634556,2
Relationships,Make Your Girlfriend Want to Have Sex With You,Clean your home.,Keep Your House Clean,0.7120916,2
Relationships,Make Your Girlfriend Want to Have Sex With You,Clean your home.,Clean Your Cluttered Home Thoroughly,0.74029076,3
Relationships,Make Your Girlfriend Want to Have Sex With You,Clean your home.,Enjoy Cleaning Your Home,0.7584208,4
Relationships,Make Your Girlfriend Want to Have Sex With You,Clean your home.,Clean Out Your Home,0.8963128,2
Relationships,Tell Someone You Are Bisexual,Come out to your parents.,Tell Your Parents You're Flunking Out,0.61987907,3
Relationships,Tell Someone You Are Bisexual,Come out to your parents.,Come Out to Your Best Friend Before Your Parents,0.6438958,3
Relationships,Tell Someone You Are Bisexual,Come out to your parents.,Love Your Parents,0.6470538,1
Relationships,Tell Someone You Are Bisexual,Come out to your parents.,Understand Your Parents,0.65100205,3
Relationships,Tell Someone You Are Bisexual,Come out to your parents.,Open Up to Your Parents,0.6622906999999999,1
Relationships,Tell Someone You Are Bisexual,Come out to your parents.,Treat Your Parents,0.6663859000000001,3
Relationships,Tell Someone You Are Bisexual,Come out to your parents.,Talk to Your Parents,0.6728954,1
Relationships,Tell Someone You Are Bisexual,Come out to your parents.,Get Your Way with Your Parents,0.67575574,4
Relationships,Tell Someone You Are Bisexual,Come out to your parents.,Get Your Parents to Go Out,0.8231466999999999,1
Relationships,Tell Someone You Are Bisexual,Come out to your parents.,Come Out to Your Parents,0.9489399,2
Relationships,Flirt,Compliment your crush early in the conversation.,Compliment Your Girlfriend,0.47109956,3
Relationships,Flirt,Compliment your crush early in the conversation.,Talk to Your Crush Without Being Crushed,0.47680974,4
Relationships,Flirt,Compliment your crush early in the conversation.,Compliment Your Boyfriend,0.49079376,3
Relationships,Flirt,Compliment your crush early in the conversation.,Talk to Your Crush Casually,0.5058178,1
Relationships,Flirt,Compliment your crush early in the conversation.,Chat With Your Crush Online,0.5095907999999999,2
Relationships,Flirt,Compliment your crush early in the conversation.,Get Your Crush to Talk to You,0.54356706,2
Relationships,Flirt,Compliment your crush early in the conversation.,Text Your Crush and Start a Conversation,0.54460245,4
Relationships,Flirt,Compliment your crush early in the conversation.,Be Good at Conversations With Your Crush,0.5732555,2
Relationships,Flirt,Compliment your crush early in the conversation.,Start a Conversation With Your Crush,0.6096498,2
Relationships,Flirt,Compliment your crush early in the conversation.,Talk to Your Crush,0.61118615,1
Relationships,Get More Intimate Without Having Sex,Kiss passionately.,Stage Kiss,0.49878,4
Relationships,Get More Intimate Without Having Sex,Kiss passionately.,Peck Kiss a Guy,0.4988224,3
Relationships,Get More Intimate Without Having Sex,Kiss passionately.,Have a Sensual Kiss,0.5177797000000001,1
Relationships,Get More Intimate Without Having Sex,Kiss passionately.,Blow a Kiss,0.5236902,0
Relationships,Get More Intimate Without Having Sex,Kiss passionately.,Be Passionate,0.56026155,0
Relationships,Get More Intimate Without Having Sex,Kiss passionately.,Be Kissable,0.5709565,4
Relationships,Get More Intimate Without Having Sex,Kiss passionately.,Kiss,0.65082115,2
Relationships,Get More Intimate Without Having Sex,Kiss passionately.,Kiss Passionately Without Tongue,0.7339513000000001,3
Relationships,Get More Intimate Without Having Sex,Kiss passionately.,Kiss a Boy Passionately,0.8223119000000001,3
Relationships,Get More Intimate Without Having Sex,Kiss passionately.,Kiss Passionately,0.95956004,1
Relationships,Become Interesting to Other People,Listen to others.,Make Fun of Others,0.4232223,0
Relationships,Become Interesting to Other People,Listen to others.,Know if People Aren't Listening to You,0.42771170000000003,4
Relationships,Become Interesting to Other People,Listen to others.,Be Happy for Others,0.43446156,0
Relationships,Become Interesting to Other People,Listen to others.,Eavesdrop,0.44544480000000003,4
Relationships,Become Interesting to Other People,Listen to others.,Influence Others,0.4476236,0
Relationships,Become Interesting to Other People,Listen to others.,Stand Up for Others,0.46621773,0
Relationships,Become Interesting to Other People,Listen to others.,Help Others,0.49199444,0
Relationships,Become Interesting to Other People,Listen to others.,Rest,0.5076689999999999,0
Relationships,Become Interesting to Other People,Listen to others.,Get People to Listen to You,0.5304715999999999,4
Relationships,Become Interesting to Other People,Listen to others.,Listen,0.6012859,2
Relationships,Find Someone to Love You Unconditionally,Love yourself first.,Make Yourself Not Love Someone,0.48155504,4
Relationships,Find Someone to Love You Unconditionally,Love yourself first.,Love and Accept Yourself,0.53146255,3
Relationships,Find Someone to Love You Unconditionally,Love yourself first.,Learn to Love Yourself,0.5316586,2
Relationships,Find Someone to Love You Unconditionally,Love yourself first.,Make Yourself Love Someone,0.5404956999999999,1
Relationships,Find Someone to Love You Unconditionally,Love yourself first.,Like Yourself,0.5620941999999999,4
Relationships,Find Someone to Love You Unconditionally,Love yourself first.,Pay Yourself First,0.5847136,4
Relationships,Find Someone to Love You Unconditionally,Love yourself first.,Love,0.59885085,3
Relationships,Find Someone to Love You Unconditionally,Love yourself first.,Love Yourself Being Single,0.61568403,4
Relationships,Find Someone to Love You Unconditionally,Love yourself first.,Get Over Your First Love,0.7109241999999999,3
Relationships,Find Someone to Love You Unconditionally,Love yourself first.,Love Yourself,0.74996054,2
Relationships,French Kiss,Read your partner's body language.,Understand Wolf Body Language,0.5065794,0
Relationships,French Kiss,Read your partner's body language.,Understand a Student's Body Language,0.55494595,4
Relationships,French Kiss,Read your partner's body language.,Communicate With Body Language,0.56818366,2
Relationships,French Kiss,Read your partner's body language.,Read Women's Body Language for Flirting,0.57442397,1
Relationships,French Kiss,Read your partner's body language.,Understand Your Bird's Body Language,0.5777547,0
Relationships,French Kiss,Read your partner's body language.,Read Men's Body Language for Flirting,0.59455407,1
Relationships,French Kiss,Read your partner's body language.,Understand Your Dog's Body Language,0.60397905,0
Relationships,French Kiss,Read your partner's body language.,Read an Ex's Body Language,0.69312775,1
Relationships,French Kiss,Read your partner's body language.,Read Body Language,0.79637194,1
Relationships,French Kiss,Read your partner's body language.,Read Your Partner's Body Language,0.97706264,1
Relationships,Kiss,Set the mood with a romantic compliment.,Give a Romantic Massage,0.48783082,4
Relationships,Kiss,Set the mood with a romantic compliment.,Cope With Romantic Feelings for Your Roommate,0.49148247,3
Relationships,Kiss,Set the mood with a romantic compliment.,Make a Romantic Scrapbook,0.49374023,3
Relationships,Kiss,Set the mood with a romantic compliment.,Come Up with Romantic Ideas,0.5047617,4
Relationships,Kiss,Set the mood with a romantic compliment.,Write a Romantic Scene,0.5095286,4
Relationships,Kiss,Set the mood with a romantic compliment.,Give a Compliment,0.5228126000000001,3
Relationships,Kiss,Set the mood with a romantic compliment.,Decorate a Romantic Room,0.5335901,4
Relationships,Kiss,Set the mood with a romantic compliment.,Set up a Romantic Bath,0.5432522,3
Relationships,Kiss,Set the mood with a romantic compliment.,Say Romantic Things,0.544363,3
Relationships,Kiss,Set the mood with a romantic compliment.,Be Romantic,0.56427085,2
Relationships,Cope With Gender Dysphoria,Take a deep breath.,Breathe Properly for Singing,0.3952095,4
Relationships,Cope With Gender Dysphoria,Take a deep breath.,Treat Bad Breath,0.39582449999999997,0
Relationships,Cope With Gender Dysphoria,Take a deep breath.,Do Deep Relaxation,0.41451913,0
Relationships,Cope With Gender Dysphoria,Take a deep breath.,Stop Heavy Breathing,0.42458236,2
Relationships,Cope With Gender Dysphoria,Take a deep breath.,Catch Your Breath,0.42783459999999995,4
Relationships,Cope With Gender Dysphoria,Take a deep breath.,Stop Mouth Breathing,0.4286446,3
Relationships,Cope With Gender Dysphoria,Take a deep breath.,Breathe Better,0.43832600000000005,3
Relationships,Cope With Gender Dysphoria,Take a deep breath.,Remove Bad Breath,0.45275010000000004,3
Relationships,Cope With Gender Dysphoria,Take a deep breath.,Breathe,0.57015425,3
Relationships,Cope With Gender Dysphoria,Take a deep breath.,Breathe Deeply,0.8065249,4
Relationships,Make Fun of Others,Work on your timing.,Kill Time at Work,0.44783998,2
Relationships,Make Fun of Others,Work on your timing.,Adjust Sewing Machine Timing,0.4517883,1
Relationships,Make Fun of Others,Work on your timing.,Change a Timing Chain,0.46363294,3
Relationships,Make Fun of Others,Work on your timing.,Shoot a Pro Timing Day,0.46624127,3
Relationships,Make Fun of Others,Work on your timing.,Find More Time In Your Work Day,0.47731924,2
Relationships,Make Fun of Others,Work on your timing.,Work a Flextime Schedule,0.48786956,1
Relationships,Make Fun of Others,Work on your timing.,Manage Your Time,0.5133474,1
Relationships,Make Fun of Others,Work on your timing.,Track Working Time,0.5397732,1
Relationships,Make Fun of Others,Work on your timing.,Get to Work on Time,0.54464114,2
Relationships,Make Fun of Others,Work on your timing.,Adjust Timing,0.62350476,3
Sports and Fitness,Do Well at Gymnastics Competitions,Eat a good breakfast.,Eat Avocado for Breakfast,0.6140494000000001,3
Sports and Fitness,Do Well at Gymnastics Competitions,Eat a good breakfast.,Eat Properly,0.61992294,2
Sports and Fitness,Do Well at Gymnastics Competitions,Eat a good breakfast.,Make a Breakfast Casserole,0.62683994,4
Sports and Fitness,Do Well at Gymnastics Competitions,Eat a good breakfast.,Choose a Healthy Fast Food Breakfast,0.65811306,4
Sports and Fitness,Do Well at Gymnastics Competitions,Eat a good breakfast.,Make a Healthy Breakfast,0.6583157,2
Sports and Fitness,Do Well at Gymnastics Competitions,Eat a good breakfast.,Eat Pasta for Breakfast,0.67488056,1
Sports and Fitness,Do Well at Gymnastics Competitions,Eat a good breakfast.,Eat Pizza for Breakfast,0.69304097,4
Sports and Fitness,Do Well at Gymnastics Competitions,Eat a good breakfast.,Make Healthy Breakfast Meals,0.71871716,4
Sports and Fitness,Do Well at Gymnastics Competitions,Eat a good breakfast.,Eat Dessert for Breakfast,0.7337030999999999,3
Sports and Fitness,Do Well at Gymnastics Competitions,Eat a good breakfast.,Eat a Breakfast That Is Good for Your Brain,0.7669425,3
Sports and Fitness,Become an Ultimate Fighter,Get in shape.,Stretch Shapewear,0.5213137,0
Sports and Fitness,Become an Ultimate Fighter,Get in shape.,Figure out Your Face Shape,0.52637553,0
Sports and Fitness,Become an Ultimate Fighter,Get in shape.,Rotate a Shape,0.53851044,0
Sports and Fitness,Become an Ultimate Fighter,Get in shape.,Get in Shape for Cheerleading,0.54028606,3
Sports and Fitness,Become an Ultimate Fighter,Get in shape.,Get in Shape as a Teen,0.57780695,3
Sports and Fitness,Become an Ultimate Fighter,Get in shape.,Have Fun Getting in Shape,0.6079153,1
Sports and Fitness,Become an Ultimate Fighter,Get in shape.,Stay in Shape,0.661235,4
Sports and Fitness,Become an Ultimate Fighter,Get in shape.,Get in Shape for Track,0.68622303,3
Sports and Fitness,Become an Ultimate Fighter,Get in shape.,Get Back in Shape,0.75322855,1
Sports and Fitness,Become an Ultimate Fighter,Get in shape.,Get in Shape,0.91517544,1
Sports and Fitness,Avoid Overstimulation,Limit your consumption of caffeine.,Reduce Your Energy Consumption,0.52319527,0
Sports and Fitness,Avoid Overstimulation,Limit your consumption of caffeine.,Make Caffeine Free Chai,0.53790265,4
Sports and Fitness,Avoid Overstimulation,Limit your consumption of caffeine.,Cut Down on Coffee Consumption,0.5405691999999999,1
Sports and Fitness,Avoid Overstimulation,Limit your consumption of caffeine.,Minimize Green Tea Caffeine,0.57866085,3
Sports and Fitness,Avoid Overstimulation,Limit your consumption of caffeine.,Handle Caffeine Overdose,0.58765423,4
Sports and Fitness,Avoid Overstimulation,Limit your consumption of caffeine.,Get Caffeine Out of Your System,0.60544306,1
Sports and Fitness,Avoid Overstimulation,Limit your consumption of caffeine.,Overcome Caffeine Addiction,0.60807717,1
Sports and Fitness,Avoid Overstimulation,Limit your consumption of caffeine.,Handle Caffeine Withdrawal,0.61465204,3
Sports and Fitness,Avoid Overstimulation,Limit your consumption of caffeine.,Quit Caffeine,0.6563515000000001,1
Sports and Fitness,Avoid Overstimulation,Limit your consumption of caffeine.,Reduce the Effects of Caffeine,0.6683698,4
Work World,Excel in a Retail Job,Be dependable.,Trust and Rely on Jesus,0.39329177,0
Work World,Excel in a Retail Job,Be dependable.,Buy a Reliable Used Car,0.39762285,0
Work World,Excel in a Retail Job,Be dependable.,Handle Unreliable Friends,0.3980223,4
Work World,Excel in a Retail Job,Be dependable.,Be Self Reliant,0.41140282,4
Work World,Excel in a Retail Job,Be dependable.,Determine if Someone Is Trustworthy,0.41899094,4
Work World,Excel in a Retail Job,Be dependable.,Make Your Computer Fast and Reliable,0.424766,0
Work World,Excel in a Retail Job,Be dependable.,Be Confident,0.45823917,4
Work World,Excel in a Retail Job,Be dependable.,Become a Trustworthy Person,0.50175613,1
Work World,Excel in a Retail Job,Be dependable.,Be Reliable,0.84390044,1
Work World,Excel in a Retail Job,Be dependable.,Be Dependable,0.93730444,1
Youth,Have a Great Life As a Teenage Girl,Be friendly.,Befriend Someone,0.5368191,1
Youth,Have a Great Life As a Teenage Girl,Be friendly.,Be a Good Friend,0.5446751,2
Youth,Have a Great Life As a Teenage Girl,Be friendly.,Befriend an Aries,0.55032504,3
Youth,Have a Great Life As a Teenage Girl,Be friendly.,Be Environmentally Friendly,0.58384204,0
Youth,Have a Great Life As a Teenage Girl,Be friendly.,Make a Homemade Friendly's Friend‐Z,0.6042056,0
Youth,Have a Great Life As a Teenage Girl,Be friendly.,Be Eco Friendly,0.60842425,0
Youth,Have a Great Life As a Teenage Girl,Be friendly.,Be a Nice Friend,0.63430196,1
Youth,Have a Great Life As a Teenage Girl,Be friendly.,Be Animal Friendly,0.69672424,0
Youth,Have a Great Life As a Teenage Girl,Be friendly.,Act Friendly,0.71867836,1
Youth,Have a Great Life As a Teenage Girl,Be friendly.,Be Friendly and Kind,0.79564357,1
Youth,Be a Good Friend,Be loyal.,Be Reliable,0.38369113,2
Youth,Be a Good Friend,Be loyal.,Be Loyal to Your Boyfriend or Girlfriend,0.40171477,2
Youth,Be a Good Friend,Be loyal.,Build Customer Loyalty,0.4437682,4
Youth,Be a Good Friend,Be loyal.,Write a Devotional,0.47885475,1
Youth,Be a Good Friend,Be loyal.,Choose a Loyal Partner,0.49774787,3
Youth,Be a Good Friend,Be loyal.,Bring Up a Loyal Dog,0.5203882000000001,2
Youth,Be a Good Friend,Be loyal.,Keep Customers Loyal,0.5449562,2
Youth,Be a Good Friend,Be loyal.,Be a Faithful Christian,0.553856,3
Youth,Be a Good Friend,Be loyal.,Be Faithful in a Marriage,0.6273607,4
Youth,Be a Good Friend,Be loyal.,Be Loyal,0.92721355,3
Youth,Get a Boy to Kiss You,Compliment him.,Compliment a Woman's Personality,0.5135839,4
Youth,Get a Boy to Kiss You,Compliment him.,Compliment Your Girlfriend,0.57036334,4
Youth,Get a Boy to Kiss You,Compliment him.,Compliment Your Boyfriend,0.6036562,1
Youth,Get a Boy to Kiss You,Compliment him.,Take Compliments,0.61294544,0
Youth,Get a Boy to Kiss You,Compliment him.,Respond to a Compliment,0.6277672,0
Youth,Get a Boy to Kiss You,Compliment him.,Compliment Girls,0.6285235,4
Youth,Get a Boy to Kiss You,Compliment him.,Compliment a Woman,0.6359404000000001,3
Youth,Get a Boy to Kiss You,Compliment him.,Compliment People,0.6802685,2
Youth,Get a Boy to Kiss You,Compliment him.,Give a Compliment,0.73135126,2
Youth,Get a Boy to Kiss You,Compliment him.,Compliment a Guy,0.74271554,1
Youth,Do Everything when You're a Girl,Have good personal hygiene.,Have Pulmonary Hygiene,0.59623593,3
Youth,Do Everything when You're a Girl,Have good personal hygiene.,Maintain Feminine Hygiene,0.59974957,3
Youth,Do Everything when You're a Girl,Have good personal hygiene.,Improve Mental Hygiene,0.60140884,0
Youth,Do Everything when You're a Girl,Have good personal hygiene.,Be Hygienic,0.6557956,1
Youth,Do Everything when You're a Girl,Have good personal hygiene.,Practice Good Hand Hygiene,0.66935897,3
Youth,Do Everything when You're a Girl,Have good personal hygiene.,Have Good Hygiene (Girls),0.7059491999999999,1
Youth,Do Everything when You're a Girl,Have good personal hygiene.,Have Good Hygiene (Boys),0.7303399,4
Youth,Do Everything when You're a Girl,Have good personal hygiene.,Have Good Sleep Hygiene,0.75075877,3
Youth,Do Everything when You're a Girl,Have good personal hygiene.,Maintain Good Hygiene,0.75383055,1
Youth,Do Everything when You're a Girl,Have good personal hygiene.,Teach Personal Hygiene,0.802845,4
Youth,Impress People if You Are Just a Kid,Plan for your future.,Plan a Feeding Schedule for Your Cat,0.48778599999999994,2
Youth,Impress People if You Are Just a Kid,Plan for your future.,Buy Futures,0.49340892,0
Youth,Impress People if You Are Just a Kid,Plan for your future.,Tell the Future,0.49999183,1
Youth,Impress People if You Are Just a Kid,Plan for your future.,Plan Your Life,0.52119434,2
Youth,Impress People if You Are Just a Kid,Plan for your future.,Send Email to Your Future Self with FutureMe,0.52672833,2
Youth,Impress People if You Are Just a Kid,Plan for your future.,Plan Your Business,0.5307346,0
Youth,Impress People if You Are Just a Kid,Plan for your future.,Handle the Stress of Planning Your Future (for College Students),0.54222333,1
Youth,Impress People if You Are Just a Kid,Plan for your future.,Build Your Future,0.6291996999999999,1
Youth,Impress People if You Are Just a Kid,Plan for your future.,Plan For a Successful Future,0.68870586,2
Youth,Impress People if You Are Just a Kid,Plan for your future.,Plan for Your Future Happiness,0.7924673000000001,2
Youth,Be the Ideal Girl,Practice good posture.,Practice Anything,0.5059958999999999,3
Youth,Be the Ideal Girl,Practice good posture.,Improve Your Posture from the Standing Position,0.51153815,4
Youth,Be the Ideal Girl,Practice good posture.,Have a Good Soccer Practice,0.52095354,4
Youth,Be the Ideal Girl,Practice good posture.,Exercise,0.52945507,3
Youth,Be the Ideal Girl,Practice good posture.,Improve Your Posture With Rowing Exercises,0.5331299,3
Youth,Be the Ideal Girl,Practice good posture.,Read with Good Posture,0.5621938,2
Youth,Be the Ideal Girl,Practice good posture.,Practice Acting,0.5862955,2
Youth,Be the Ideal Girl,Practice good posture.,Practice,0.6384929,4
Youth,Be the Ideal Girl,Practice good posture.,Maintain Good Posture,0.6610438,0
Youth,Be the Ideal Girl,Practice good posture.,Do Exercises That Enhance Good Posture,0.7170036999999999,3
Youth,Convince Your Parents You Don't Have to Be Involved with Sports or a Club,Save your money.,Save Money on Groceries,0.65016496,2
Youth,Convince Your Parents You Don't Have to Be Involved with Sports or a Club,Save your money.,Save Money in College,0.6518198000000001,3
Youth,Convince Your Parents You Don't Have to Be Involved with Sports or a Club,Save your money.,Save Money to Travel,0.6520935,1
Youth,Convince Your Parents You Don't Have to Be Involved with Sports or a Club,Save your money.,Save Money for Moving Out,0.65387255,2
Youth,Convince Your Parents You Don't Have to Be Involved with Sports or a Club,Save your money.,Save Money as a Kid,0.66901547,3
Youth,Convince Your Parents You Don't Have to Be Involved with Sports or a Club,Save your money.,Save Money with SavedPlus,0.68481576,3
Youth,Convince Your Parents You Don't Have to Be Involved with Sports or a Club,Save your money.,Earn and Save Money,0.6946218000000001,2
Youth,Convince Your Parents You Don't Have to Be Involved with Sports or a Club,Save your money.,Save Money Fast,0.69512016,1
Youth,Convince Your Parents You Don't Have to Be Involved with Sports or a Club,Save your money.,Protect Your Money,0.76715595,0
Youth,Convince Your Parents You Don't Have to Be Involved with Sports or a Club,Save your money.,Save Money,0.8546976999999999,1
Youth,Be Friends with Your Parents,Set healthy boundaries.,Set Boundaries in Dog Training,0.49337536,0
Youth,Be Friends with Your Parents,Set healthy boundaries.,Be Healthy,0.5032177999999999,0
Youth,Be Friends with Your Parents,Set healthy boundaries.,Set Boundaries when Dating,0.53494567,4
Youth,Be Friends with Your Parents,Set healthy boundaries.,Maintain Healthy Boundaries As a Massage Therapist,0.54109126,4
Youth,Be Friends with Your Parents,Set healthy boundaries.,Set Boundaries for Your Kids,0.5482938,4
Youth,Be Friends with Your Parents,Set healthy boundaries.,Set Boundaries with People,0.6013204000000001,1
Youth,Be Friends with Your Parents,Set healthy boundaries.,Set Boundaries at Work,0.6130321999999999,4
Youth,Be Friends with Your Parents,Set healthy boundaries.,Establish Healthy Privacy Boundaries in a Relationship,0.6149974,4
Youth,Be Friends with Your Parents,Set healthy boundaries.,Establish Boundaries,0.6874111999999999,1
Youth,Be Friends with Your Parents,Set healthy boundaries.,Set Healthy Boundaries About Helping Others,0.69756544,1
Youth,Deal With Peer Pressure,Tell your parents.,Tell if Your Parents Are Abusive,0.6900772,1
Youth,Deal With Peer Pressure,Tell your parents.,Tell Your Parents You Are Gay,0.6902031999999999,2
Youth,Deal With Peer Pressure,Tell your parents.,Tell Your Parents That You Are Pregnant,0.69344485,2
Youth,Deal With Peer Pressure,Tell your parents.,Tell Your Parents You Have a Boyfriend,0.7042979,1
Youth,Deal With Peer Pressure,Tell your parents.,Tell Your Parents You Got a Ticket,0.7042999,1
Youth,Deal With Peer Pressure,Tell your parents.,Tell Your Parents You Have a Girlfriend,0.7100728000000001,2
Youth,Deal With Peer Pressure,Tell your parents.,Tell Your Parents You're Flunking Out,0.7220539,0
Youth,Deal With Peer Pressure,Tell your parents.,Tell Your Parents You Smoke,0.7245638000000001,2
Youth,Deal With Peer Pressure,Tell your parents.,Tell Your Parents You Want to Act,0.7359394,4
Youth,Deal With Peer Pressure,Tell your parents.,Talk to Your Parents,0.74039453,1
Youth,Be a Well Rounded Teenager,Wake up on time.,Wake Up Peacefully,0.5661546,3
Youth,Be a Well Rounded Teenager,Wake up on time.,Wake Up Without an Alarm Clock,0.57601595,3
Youth,Be a Well Rounded Teenager,Wake up on time.,Wake Up the Right Way,0.57817394,4
Youth,Be a Well Rounded Teenager,Wake up on time.,Wake up Quickly,0.5935305000000001,3
Youth,Be a Well Rounded Teenager,Wake up on time.,Wake Up Early,0.60778916,1
Youth,Be a Well Rounded Teenager,Wake up on time.,Make Yourself Wake Up,0.61893713,3
